brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
103320,for_sale,159900,2,2,NULL,64918,Sunrise,Florida,33322,1130,39938
46816,for_sale,350000,3,2,0.17,97421,Sunrise,Florida,33322,1561,32962
20083,for_sale,149900,1,2,NULL,1807160,Davie,Florida,33324,940,43109
75660,for_sale,165000,1,1,NULL,406001,Miami,Florida,33193,676,
23289,for_sale,285000,3,2,NULL,383190,Miami,Florida,33193,1260,
103321,for_sale,464000,3,3,NULL,327374,Davie,Florida,33325,1541,
22794,for_sale,169000,2,2,NULL,851072,Sunrise,Florida,33322,1404,42486
19781,for_sale,410000,3,3,NULL,1822884,Plantation,Florida,33324,2170,42954
79194,for_sale,149900,2,2,NULL,65683,Sunrise,Florida,33322,1050,39836
69938,for_sale,215000,2,2,NULL,488822,Davie,Florida,33324,1385,41506
75340,for_sale,1515900,3,4,NULL,607288,Sunrise,Florida,33323,1635,
75340,for_sale,1790900,3,4,NULL,607290,Sunrise,Florida,33323,1588,
5947,for_sale,248900,2,2,NULL,1624673,Miami,Florida,33193,760,
22611,for_sale,505000,3,3,NULL,,Sunrise,Florida,33323,1546,44277
59663,for_sale,475000,3,2,0.04,445424,Miami,Florida,33193,1790,
107304,for_sale,450000,3,2,0.14,156863,Sunrise,Florida,33323,1479,44537
11055,for_sale,825000,4,3,0.27,1453261,Plantation,Florida,33324,2686,40183
52577,for_sale,599000,4,2,0.18,1340746,"Cooper City",Florida,33328,1945,38729
58713,for_sale,1499000,5,3,0.85,1104396,Davie,Florida,33328,3372,43915
18133,for_sale,205000,3,2,NULL,1623208,Miami,Florida,33193,994,43749
103320,for_sale,399000,3,2,0.17,542542,"Miami Gardens",Florida,33056,1799,
65772,for_sale,830000,5,4,0.14,435054,Miami,Florida,33193,3267,44166
52577,for_sale,435000,3,2,0.2,178170,Sunrise,Florida,33323,1193,38625
5924,for_sale,489900,3,2,0.14,178466,Sunrise,Florida,33323,1527,38021
103321,for_sale,649000,3,2,0.11,755653,Weston,Florida,33326,1899,
53152,for_sale,2200000,6,6,0.81,875030,Davie,Florida,33330,4296,41472
14624,for_sale,590000,4,3,0.08,1813648,Weston,Florida,33326,1685,34205
53335,for_sale,274900,2,2,NULL,670276,Davie,Florida,33324,1380,
11228,for_sale,99900,2,2,NULL,73946,Sunrise,Florida,33322,793,
98623,for_sale,1275000,4,3,1.12,1295814,"Southwest Ranches",Florida,33332,2920,38281
30976,for_sale,272000,2,2,NULL,1658406,Tamarac,Florida,33321,1110,40669
35745,for_sale,260000,3,1,NULL,886933,"Miami Gardens",Florida,33056,999,
52978,for_sale,220000,1,2,NULL,201057,Weston,Florida,33326,820,41038
61425,for_sale,575000,3,2,0.1,354935,Weston,Florida,33327,1420,44186
40897,for_sale,345000,2,2,NULL,895852,Sunrise,Florida,33323,1174,39301
23736,for_sale,83000,1,2,NULL,1830953,Sunrise,Florida,33322,746,37538
44249,for_sale,125900,2,2,NULL,38032,Sunrise,Florida,33322,952,39965
22611,for_sale,193500,1,1,NULL,425964,Miami,Florida,33193,689,44189
40676,for_sale,180000,2,2,NULL,50399,Sunrise,Florida,33322,1245,
54242,for_sale,215000,2,2,NULL,1807159,Davie,Florida,33324,1100,42667
71219,for_sale,219000,2,2,NULL,407155,Miami,Florida,33193,877,38684
42102,for_sale,510000,4,3,NULL,286491,Weston,Florida,33327,1792,44644
73753,for_sale,780000,4,4,NULL,910589,Sunrise,Florida,33323,2942,
103321,for_sale,1725000,5,4,0.51,1743527,Weston,Florida,33327,3919,44118
53152,for_sale,140000,2,2,NULL,868427,Sunrise,Florida,33322,860,41772
740,for_sale,595500,3,2,0.2,171028,"Cooper City",Florida,33330,1834,38098
81969,for_sale,624000,4,2,0.19,,"Pembroke Pines",Florida,33028,2172,36644
85994,for_sale,485000,4,3,0.08,324608,Davie,Florida,33325,1541,43598
38781,for_sale,1999000,5,6,0.49,1026187,Davie,Florida,33330,4663,38244
35880,for_sale,154900,1,2,NULL,1124294,Sunrise,Florida,33351,884,43830
38825,for_sale,320000,2,2,NULL,218690,Sunrise,Florida,33323,1185,43718
107461,for_sale,450000,2,3,NULL,461560,Weston,Florida,33326,2234,41318
54242,for_sale,1165000,5,3,1,336199,Davie,Florida,33325,2805,37280
76192,for_sale,789000,4,3,0.17,551862,"Pembroke Pines",Florida,33028,2149,44523
7341,for_sale,725000,5,3,NULL,149827,Sweetwater,Florida,33174,1915,32603
46805,for_sale,390000,3,3,NULL,837310,Sunrise,Florida,33323,1570,
109138,for_sale,1001000,6,6,1.94,,"Southwest Ranches",Florida,33330,4786,37852
30807,for_sale,1650000,6,4,2.5,1388413,"Southwest Ranches",Florida,33332,4052,42258
58713,for_sale,1888000,5,4,0.81,1101921,Davie,Florida,33328,3372,37580
22611,for_sale,1350000,5,3,0.26,1774347,Plantation,Florida,33324,2880,42779
57080,for_sale,412900,3,2,0.14,164690,Sunrise,Florida,33323,1785,44565
22611,for_sale,379000,3,2,NULL,844221,Sunrise,Florida,33323,1271,44320
76192,for_sale,750000,4,4,0.12,298757,Weston,Florida,33327,2088,42159
98516,for_sale,560000,3,2,0.2,710188,Sunrise,Florida,33323,1716,38919
2594,for_sale,674900,4,3,0.18,240907,Plantation,Florida,33325,2380,43026
34990,for_sale,94500,1,1,NULL,1984515,Sunrise,Florida,33322,570,33282
100882,for_sale,459000,3,2,0.17,873079,Sunrise,Florida,33322,1492,43259
2848,for_sale,585000,3,2,0.17,50181,"Cooper City",Florida,33328,1641,34129
77190,for_sale,2400000,4,6,0.36,897589,Weston,Florida,33332,4508,43747
76695,for_sale,929700,4,3,0.35,45972,Plantation,Florida,33324,2926,43481
7319,for_sale,145000,2,2,NULL,42228,Sunrise,Florida,33322,1110,41038
54242,for_sale,700000,4,3,0.16,155558,Weston,Florida,33327,1968,38069
22794,for_sale,1050000,4,4,0.18,183973,Weston,Florida,33326,2700,37443
107423,for_sale,2500000,6,6,0.28,487254,Weston,Florida,33327,4829,43453
84534,for_sale,465000,2,2,0.07,377121,Weston,Florida,33326,971,44048
22611,for_sale,1095000,5,4,0.2,1814066,Weston,Florida,33327,4094,37918
87756,for_sale,168000,2,2,NULL,45325,Sunrise,Florida,33322,850,41967
95220,for_sale,169900,2,2,NULL,1811675,Sunrise,Florida,33322,1025,42097
